platform,website,date,zipcode,rank,page,query,prod_id,upc,product,manufacturer,model,price,list_price,in_stock,max_qty,seller,arrives,shipping,shipping_price,shipping_options,store_stock,store_address,store_zip,store_price,weight,reviews,rating,quantity1,quantity2,quantity3,quantity4,quantity5,ads,calc_rank,calc_inven,calc_promo,calc_ship
LOW,https://www.lowes.com/,1578772057082,78722,1.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,863707,,10-Tool 20-Volt Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),DEWALT,DCK1020D2,499.0,849.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,37.0,170.0,4.8176,2.0,0.0,,,,0.0,1.0,2.0,1.0,2
LOW,https://www.lowes.com/,1578772059904,78722,2.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,797362,,20-Volt Max 1/2-in Brushless Cordless Drill (Charger Included),DEWALT,DCD777C2,99.0,159.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.56,1118.0,4.7209,23.0,0.0,,,,0.0,2.0,23.0,1.0,2
LOW,https://www.lowes.com/,1578772062054,78722,3.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,836487,,1-in SDS-plus 8-Amp Keyless Rotary Hammer,Bosch,11255VSR-GWS8,259.0,,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,,15.0,4.5333,0.0,0.0,,,,0.0,3.0,0.0,0.0,7
LOW,https://www.lowes.com/,1578772064069,78722,4.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,797394,,2-Tool 20-Volt Max Brushless Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),DEWALT,DCK277C2,249.99,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,9.2,449.0,4.7996,26.0,1.0,,,,0.0,4.0,26.0,1.0,2
LOW,https://www.lowes.com/,1578772065698,78722,5.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,779395,,XR 2-Tool 20-Volt Max Brushless Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),DEWALT,DCK283D2,249.0,299.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,9.2,254.0,4.8819,6.0,0.0,,,,0.0,5.0,6.0,1.0,2
LOW,https://www.lowes.com/,1578772067384,78722,6.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,254285,,20-Volt Max Variable Speed Cordless Impact Driver (2-Battery),DEWALT,DCF885C2,179.0,,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.7,90.0,4.7778,0.0,1.0,,,,0.0,6.0,0.0,1.0,7
LOW,https://www.lowes.com/,1578772069457,78722,7.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1045308,,V20 8-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),CRAFTSMAN,CMCK800D2,299.0,449.0,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,38.2,129.0,4.7054,1.0,0.0,,,,0.0,7.0,1.0,1.0,7
LOW,https://www.lowes.com/,1578772071746,78722,8.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1045301,,V20 2-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),CRAFTSMAN,CMCK200C2,99.0,149.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,9.6,486.0,4.6584,3.0,0.0,,,,0.0,8.0,3.0,1.0,2
LOW,https://www.lowes.com/,1578772073746,78722,9.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,672795,,XR 20-Volt Max 1/2-in Drive Variable Brushless Cordless Impact Wrench (1-Battery Included and Charger Included),DEWALT,DCF899M1,319.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,7.2,155.0,4.729,6.0,0.0,,,,0.0,9.0,6.0,0.0,2
LOW,https://www.lowes.com/,1578772075621,78722,10.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,797361,,6-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),DEWALT,DCK620D2,369.0,629.0,,,,,,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,28.5,161.0,4.764,,0.0,,,,0.0,10.0,0.0,1.0,7
LOW,https://www.lowes.com/,1578772077928,78722,11.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,672825,,24-Volt Max 1/2-in Drive Variable Brushless Cordless Impact Wrench (1-Battery Included and Charger Included),Kobalt,KIW 1524A-03,219.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,7.6,333.0,4.8258,3.0,0.0,,,,0.0,11.0,3.0,0.0,2
LOW,https://www.lowes.com/,1578772080190,78722,12.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1045302,,V20 4-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),CRAFTSMAN,CMCK400D2,179.0,199.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,14.0,213.0,4.6667,11.0,0.0,,,,0.0,12.0,11.0,1.0,2
LOW,https://www.lowes.com/,1578772082594,78722,13.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,589205,,2-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),DEWALT,DCK240C2,149.0,199.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,9.36,493.0,4.643,4.0,0.0,,,,0.0,13.0,4.0,1.0,2
LOW,https://www.lowes.com/,1578772085039,78722,14.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,757484,,4-Tool 20-Volt Power Tool Combo Kit (Charger Included and 2-Batteries Included),BLACK+DECKER,BD4KITCDCRL,219.99,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,14.9,243.0,4.5021,5.0,1.0,,,,0.0,14.0,5.0,1.0,2
LOW,https://www.lowes.com/,1578772087115,78722,15.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1165977,,18-Volt Variable Speed Cordless Impact Driver (2-Battery),Metabo HPT,WH18DGLM,47.98,139.0,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,8.6,155.0,4.7161,0.0,0.0,,,,0.0,15.0,0.0,1.0,7
LOW,https://www.lowes.com/,1578772088683,78722,16.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,863720,,8-Tool 20-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),PORTER-CABLE,PCCK6118,449.0,,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,31.3,76.0,4.4474,3.0,0.0,,,,0.0,16.0,3.0,0.0,7
LOW,https://www.lowes.com/,1578772090734,78722,17.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,905520,,60-Gallon Two Stage Electric Vertical Air Compressor,Kobalt,XC602000,589.0,,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,255.0,95.0,4.0842,3.0,0.0,,,,0.0,17.0,3.0,0.0,7
LOW,https://www.lowes.com/,1578772093664,78722,18.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1259685,,Set Bi-Metal Arbored Hole Saw Set,Spyder,600887,39.98,54.98,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,,36.0,4.5278,10.0,0.0,,,,0.0,18.0,10.0,1.0,7
LOW,https://www.lowes.com/,1578772096440,78722,19.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1165976,,18 V Lithium Ion Compact Driver Drill (1.3Ah),Metabo HPT,DS18DGLM,49.98,129.0,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.7,254.0,4.5984,0.0,0.0,,,,0.0,19.0,0.0,1.0,7
LOW,https://www.lowes.com/,1578772099749,78722,20.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,672826,,4-Tool 24-Volt Max Brushless Power Tool Combo Kit with Soft Case (Charger Included and 1-Batteries Included),Kobalt,KLC 4024A-03,249.0,299.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,15.65,901.0,4.7392,6.0,0.0,,,,0.0,20.0,6.0,1.0,2
LOW,https://www.lowes.com/,1578772439497,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=DEWALT%20DCK287D1M1,1036522,,XR 2-Tool 20-Volt Max Brushless Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),DEWALT,DCK287D1M1,329.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,10.0,133.0,4.8,3.0,0.0,,,,0.0,21.0,3.0,0.0,2
LOW,https://www.lowes.com/,1578772831501,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=BLACK+DECKER%20LDX120C,15822,,1-Handle Brass Tub/Shower Valve Stem for American Standard,BLACK+DECKER,LDX120C,28.99,,,,,,,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,,,,,0.0,,,,0.0,21.0,0.0,0.0,7
LOW,https://www.lowes.com/,1578772849611,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=BLACK+DECKER%20DR260C,619208,,5.2-Amp 3/8-in Keyless Corded Drill,BLACK+DECKER,DR260C,34.98,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.5,129.0,4.5,7.0,0.0,,,,0.0,21.0,7.0,0.0,2
LOW,https://www.lowes.com/,1578772865148,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=PORTER-CABLE%20PCC601LB,538775,,20-Volt Max 1/2-in Cordless Drill (Charger Included),PORTER-CABLE,PCC601LB,99.0,,,,,,,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,6.9,215.0,4.6,0.0,0.0,,,,0.0,21.0,0.0,0.0,7
LOW,https://www.lowes.com/,1578773212226,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=BLACK+DECKER%20LD120VA,1519493,,20-Volt Max 3/8-in Cordless Drill (Charger Included),BLACK+DECKER,LD120VA,59.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,4.25,5.0,4.6,1.0,0.0,,,,0.0,21.0,1.0,0.0,2
LOW,https://www.lowes.com/,1578773228024,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=DEWALT%20DCD771C2,506283,,20-Volt Max 1/2-in Cordless Drill (Charger Included),DEWALT,DCD771C2,159.0,,,,,,,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.6,840.0,4.6,,0.0,,,,0.0,21.0,0.0,0.0,7
LOW,https://www.lowes.com/,1578773236807,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=BLACK+DECKER%20LDX120PK,740512,,20-Volt Max 3/8-in Cordless Drill (Charger Included),BLACK+DECKER,LDX120PK,89.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.5,194.0,4.8,4.0,0.0,,,,0.0,21.0,4.0,0.0,2
LOW,https://www.lowes.com/,1578773246989,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=CRAFTSMAN%20CMCD700C1,1033800,,V20 20-Volt Max 1/2-in Cordless Drill (Charger Included),CRAFTSMAN,CMCD700C1,69.0,79.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.67,278.0,4.7,10.0,0.0,,,,0.0,21.0,10.0,1.0,2
LOW,https://www.lowes.com/,1578773297379,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=DEWALT%20DCF885C1,797358,,20-Volt Max Variable Speed Cordless Impact Driver (1-Battery),DEWALT,DCF885C1,99.0,159.0,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.7,255.0,4.7,0.0,0.0,,,,0.0,21.0,0.0,1.0,7
LOW,https://www.lowes.com/,1578773305726,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=BLACK+DECKER%20BDCD8C,754619,,8-Volt 3/8-in Cordless Drill (Charger Included),BLACK+DECKER,BDCD8C,29.97,,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.09,40.0,3.9,0.0,0.0,,,,0.0,21.0,0.0,0.0,7
LOW,https://www.lowes.com/,1578773340412,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=Bosch%20CLPK22-120,329082,,2-Tool 12-Volt Max Power Tool Combo Kit with Soft Case (Charger Included and 2-Batteries Included),Bosch,CLPK22-120,169.0,,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,7.8,304.0,4.8,6.0,0.0,,,,0.0,21.0,6.0,0.0,7
LOW,https://www.lowes.com/,1578773348770,78722,0.0,1.0,https://www.lowes.com/search?searchTerm=BLACK+DECKER%20BDCDD12PK,878746,,59-Tool 12-Volt Power Tool Combo Kit with Soft Case (Charger Included and 1-Batteries Included),BLACK+DECKER,BDCDD12PK,79.98,,,,,,,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,7.45,,5.0,,0.0,,,,0.0,21.0,0.0,0.0,7
HD,https://www.homedepot.com/,1578772111553,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCD777C2%20drills?isSearch=true&Nao=0,207105622,,"DEWALT 20-Volt MAX Lithium-Ion Cordless Brushless Compact 1/2 in. Drill Driver with (2) Batteries 1.3Ah, Charger and Tool Bag",DEWALT,DCD777C2,99.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,5.8,2189.0,4.7,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772121538,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCK277C2%20drills?isSearch=true&Nao=0,300870665,,DEWALT 20-Volt MAX Lithium-Ion Cordless Brushless Drill/Driver and Impact Combo Kit (2-Tool) w/ (2) Batteries 1.3Ah and Charger,DEWALT,DCK277C2,149.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,292.0,4.6,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772125450,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCK283D2%20drills?isSearch=true&Nao=0,206524075,,"DEWALT 20-Volt MAX XR Lithium-Ion Cordless Brushless Drill/Impact Combo Kit (2-Tool) with (2) Batteries 2Ah, Charger and Bag",DEWALT,DCK283D2,249.0,,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,389.0,4.8,3.0,,,,,0.0,21.0,3.0,0.0,2
HD,https://www.homedepot.com/,1578772128650,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCF885C2%20drills?isSearch=true&Nao=0,202922374,,"DEWALT 20-Volt MAX Lithium-Ion Cordless 1/4 in. Impact Driver with (2) Batteries 1.5Ah, Charger and Tool Bag",DEWALT,DCF885C2,179.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,7.34,303.0,4.6,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772137001,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCF899M1%20drills?isSearch=true&Nao=0,206387892,,"DEWALT 20-Volt MAX XR Cordless Brushless High Torque 1/2 in. Impact Wrench w/ Detent Pin Anvil,Battery 4.0Ah,Charger & Tool Bag",DEWALT,DCF899M1,249.0,319.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,10.8,427.0,4.7,2.0,,,,,0.0,21.0,2.0,1.0,2
HD,https://www.homedepot.com/,1578772147738,78722,0.0,1.0,https://www.homedepot.com/s/DEWALT%20DCK240C2%20drills?isSearch=true&Nao=0,204373168,,"DEWALT 20-Volt MAX Lithium-Ion Cordless Drill/Driver and Impact Combo Kit (2-Tool) with (2) Batteries 1.3Ah, Charger and Bag",DEWALT,DCK240C2,149.0,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,3640.0,4.6,,,,,,0.0,21.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772329549,78722,1.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,308067489,,DEWALT ATOMIC 20-Volt MAX Lithium-Ion Brushless Cordless Compact Drill/Impact Combo Kit (2-Tool) 2 Batteries 1.3Ah and Charger,DEWALT,DCK278C2,179.0,,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,738.0,4.7,16.0,,,,,0.0,1.0,16.0,0.0,2
HD,https://www.homedepot.com/,1578772333389,78722,2.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,308067442,,"DEWALT ATOMIC 20-Volt MAX Lithium-Ion Brushless Cordless Compact 1/2 in. Drill Driver w/ (2) Batteries 1.3Ah, Charger & Bag",DEWALT,DCD708C2,99.0,159.0,,,,,Free delivery,,,Limited stock at Austin Mueller Airport,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.4,794.0,4.7,,,,,,0.0,2.0,0.0,1.0,2
HD,https://www.homedepot.com/,1578772336110,78722,3.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,100650378,,"Milwaukee M18 18-Volt Lithium-Ion Cordless Drill Driver/Impact Driver Combo Kit (2-Tool) w/(2) 1.5Ah Batteries, Charger, Tool Bag",Milwaukee,2691-22,169.0,199.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,1412.0,4.6,17.0,,,,,0.0,3.0,17.0,1.0,2
HD,https://www.homedepot.com/,1578772339019,78722,4.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,308067546,,"DEWALT ATOMIC 20-Volt MAX Lithium-Ion Brushless Cordless Compact 1/4 in. Impact Driver w/ (1) Battery 1.3Ah, Charger & Tool Bag",DEWALT,DCF809C1,99.0,149.0,,,,,Free delivery,,,Limited stock at Austin Mueller Airport,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.1,208.0,4.6,,,,,,0.0,4.0,0.0,1.0,2
HD,https://www.homedepot.com/,1578772340683,78722,5.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,305063033,,Milwaukee M18 FUEL 18-Volt Lithium-Ion Brushless Cordless Hammer Drill and Impact Driver Combo Kit (2-Tool) with Two 5Ah Batteries,Milwaukee,2997-22,399.0,,,,,,Next-day delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,667.0,4.7,15.0,5.0,,,,0.0,5.0,15.0,1.0,1
HD,https://www.homedepot.com/,1578772347919,78722,6.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,305529329,,"Milwaukee M18 18-Volt Lithium-Ion Compact Brushless Cordless 1/4 in. Impact Driver Kit W/ (1) 2.0 Ah Battery, Charger & Tool Bag",Milwaukee,2850-21P,99.0,169.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.9,344.0,4.7,5.0,,,,,0.0,6.0,5.0,1.0,2
HD,https://www.homedepot.com/,1578772349784,78722,7.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,304051266,,DEWALT 20-Volt MAX XR Lithium-Ion Cordless Brushless Drill/Impact Combo Kit (2-Tool) with (1) Battery 2Ah and (1) Battery 4Ah,DEWALT,DCK287D1M1,229.0,,,,,,Free delivery,,,Limited stock at Austin Mueller Airport,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,324.0,4.7,,,,,,0.0,7.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772352297,78722,8.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,206127587,,"RIDGID 18-Volt Lithium-Ion Cordless Brushless Hammer Drill and Impact Driver 2-Tool Combo Kit with (2) 4.0Ah Batteries, Charger",RIDGID,R9205,199.0,,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,1510.0,4.7,8.0,,,,,0.0,8.0,8.0,0.0,2
HD,https://www.homedepot.com/,1578772354074,78722,9.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,311808951,,"Kreg K4 Pocket-Hole System with Face Clamp, R3 Drill Guide and Pocket-Hole Screws (50-Pack)",Kreg,K4H-19,99.97,,,,,,Free delivery,,,Free ship to store for pickup,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,5.5,67.0,4.8,,,,,,0.0,9.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772355957,78722,10.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,310149301,,Milwaukee SHOCKWAVE Impact Duty Steel Drill and Driver Bit Set (145-Piece),Milwaukee,48-32-4079,24.88,44.97,,,,,Next-day delivery,,,Limited stock at Austin Mueller Airport,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,220.0,4.6,,,,,,0.0,10.0,0.0,1.0,1
HD,https://www.homedepot.com/,1578772357694,78722,11.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,308503673,," 18-Volt Lithium-Ion Cordless Drill/Driver and Impact Driver 2-Tool Combo Kit with (2) 2.0 Ah Batteries, Charger, and Bag",None,R96021SB,99.0,218.0,,,,,Free delivery,,,Limited stock at nearby store,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,185.0,4.5,,,,,,0.0,11.0,0.0,1.0,2
HD,https://www.homedepot.com/,1578772360321,78722,12.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,202610949,,"Milwaukee M12 12-Volt Lithium-Ion Cordless Hammer Drill/Impact Driver Combo Kit (2-Tool) W/(2) 1.5Ah Batteries, Charger & Bag",Milwaukee,2497-22,179.0,,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,162.0,4.6,,,,,,0.0,12.0,0.0,0.0,2
HD,https://www.homedepot.com/,1578772362476,78722,13.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,205879024,,Milwaukee SHOCKWAVE IMPACT DUTY Titanium Drill Bit Set (23-Piece),Milwaukee,48-89-4631,29.97,44.97,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,868.0,4.5,16.0,,,,,0.0,13.0,16.0,1.0,2
HD,https://www.homedepot.com/,1578772364089,78722,14.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,310193194,,Makita 18-Volt LXT Lithium-Ion 8-Piece Kit Drill/ Impact Drvr/ Circ Saw/ Recip Saw/ Sander/ Impact Wrench/ Blower/ Light 3. 0Ah,Makita,XT801X1,399.0,,,,,,Next-day delivery,,,Limited stock at Austin Mueller Airport,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,51.0,4.7,,,,,,0.0,14.0,0.0,0.0,1
HD,https://www.homedepot.com/,1578772365558,78722,15.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,310339603,,"RYOBI 18-Volt ONE+ Lithium-Ion Cordless 1/2 in. Drill/Driver Kit with (2) 1.5 Ah Batteries, Charger, and Bag",RYOBI,P215K1,79.0,,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.65,151.0,4.6,7.0,,,,,0.0,15.0,7.0,0.0,2
HD,https://www.homedepot.com/,1578772369478,78722,16.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,309926237,,Milwaukee M18 18-Volt Lithium-Ion Cordless Drill Driver/Impact Driver and HACKZALL Combo Kit (3-Tool) with Two 1.5 Ah Batteries,Milwaukee,2691-22H,199.0,299.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,1280.0,4.6,7.0,,,,,0.0,16.0,7.0,1.0,2
HD,https://www.homedepot.com/,1578772371576,78722,17.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,308960627,,DEWALT ATOMIC 20-Volt MAX Lithium-Ion Cordless Brushless 1/2 in. Compact Hammer Drill Kit,DEWALT,DCD709C2,119.0,179.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,2.5,91.0,4.6,5.0,,,,,0.0,17.0,5.0,1.0,2
HD,https://www.homedepot.com/,1578772373348,78722,18.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,305491315,,"Milwaukee M18 18-Volt Lithium-Ion Brushless Cordless Compact Drill/Impact Combo Kit (2-Tool) W/ (2) 2.0Ah Batteries, Charger & Bag",Milwaukee,2892-22CT,199.0,229.0,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,404.0,4.6,,,,,,0.0,18.0,0.0,1.0,2
HD,https://www.homedepot.com/,1578772375012,78722,19.0,1.0,https://www.homedepot.com/s/drills?isSearch=true&Nao=0&Ns=P_Topseller_Sort|1,205883898,,"RIDGID 18-Volt Lithium-Ion Cordless 5-Tool Combo Kit with (2) 4.0 Ah Batteries, 18-Volt Charger, and Contractors Bag",RIDGID,R9652,449.0,,,,,,Free delivery,,,,"1200 Barbara Jordan Blvd Suite 100, Austin, TX",78723.0,,,1618.0,4.6,18.0,5.0,,,,0.0,19.0,18.0,1.0,2
