platform,website,date,zipcode,rank,page,query,prod_id,upc,product,manufacturer,model,price,list_price,in_stock,max_qty,seller,arrives,shipping,shipping_price,shipping_options,store_stock,store_address,store_zip,store_price,weight,reviews,rating,quantity1,quantity2,quantity3,quantity4,quantity5,ads,calc_rank,calc_inven,calc_promo,calc_ship
AMZN,https://www.amazon.com/,1584648197366,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCF809C2%20drills&s=&page=1,B07QGL8BLY,,DEWALT DCF809C2 Atomic 20V Max Lithium-Ion Brushless Cordless Compact 1/4 in. Impact Driver Kit W/ 2 Batteries,DEWALT,DCF809C2,104.99,,0.0,,"
                                —
                            ",,—,,0.0,,,,,5.7,10.0,4.0,7.0,290798.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1584648202131,78722,0.0,1.0,https://www.amazon.com/s?k=RYOBI%20P1816%20drills&s=&page=1,B0839PQWJJ,,Ryobi P1816 18V Drill and Circular Saw Starter Kit with Two 1.5Ah Batteries and Charger,RYOBI,P1816,109.99,,0.0,2.0,Slicktron TM DJI Dealer Houston,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,12.18,,,8.0,96122.0,2.0,,,0.0,21.0,2.0,0.0,2
AMZN,https://www.amazon.com/,1584648206252,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK940D2%20drills&s=&page=1,B018TM1Q80,,"DEWALT 20V (DCK940D2) Max Cordless Drill Combo Kit, 9-Tool",DEWALT,DCK940D2,499.88,,1.0,3.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,41.0,511.0,4.7,7.0,8884.0,,,,0.0,21.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1584648211942,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK283D2%20drills&s=&page=1,B01A08YKV6,,"DEWALT 20V MAX XR Cordless Drill Combo Kit, Brushless, 2-Tool (DCK283D2)",DEWALT,DCK283D2,199.0,,1.0,3.0,Amazon.com,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,9.41,528.0,4.7,12.0,4683.0,,,,0.0,21.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1584648217221,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK280C2%20drills&s=&page=1,B0052MIIX2,,DEWALT 20V MAX Impact Driver and Drill Combo Kit (DCK280C2),DEWALT,DCK280C2,165.0,,1.0,24.0,TheHardwareSource,,FREE Shipping on orders over $25,,0.0,,,,,9.44,556.0,4.6,13.0,50897.0,,,,0.0,21.0,24.0,0.0,2
AMZN,https://www.amazon.com/,1584648228480,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCK287D1M1%20drills&s=&page=1,B079LBK1T4,,"DEWALT 20V MAX Cordless Drill Combo Kit, 2-Tool (DCK287D1M1)",DEWALT,DCK287D1M1,228.0,339.0,0.0,2.0,Universal Discounts,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,10.5,82.0,4.6,13.0,275086.0,2.0,,,0.0,21.0,2.0,1.0,2
AMZN,https://www.amazon.com/,1584648233629,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202892-22CT%20drills&s=&page=1,B07JND2WZ9,,"Milwaukee 2892-22CT M18 Compact Brushless 2-Tool Combo Kit, Drill Driver/Impact Driver",Milwaukee,2892-22CT,185.36,,0.0,,"
                                —
                            ",,—,,0.0,,,,,9.55,9.0,4.7,13.0,434568.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1584648237946,78722,0.0,1.0,https://www.amazon.com/s?k=DEWALT%20DCD709C2%20drills&s=&page=1,B07QGL2SN2,,DEWALT DCD709C2 Atomic 20V Max Lithium-Ion Brushless Cordless Compact 1/2 in. Hammer Drill Kit W/ 2 Batteries,DEWALT,DCD709C2,169.0,,0.0,30.0,"
                                —
                            ",,—,,0.0,,,,,5.8,26.0,4.7,7.0,154450.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1584648563811,78722,0.0,1.0,https://www.amazon.com/s?k=Hyper%20Tough%20AQ75034G%20drills&s=&page=1,B07H2NGW5W,,"Hyper Tough AQ75034G, HT Charge 20V MAX Lithium Ion Cordless Drill/Driver",Hyper Tough,AQ75034G,43.46,,0.0,30.0,,,,,0.0,,,,,,1.0,5.0,18.0,825053.0,,,,0.0,21.0,0.0,0.0,7
AMZN,https://www.amazon.com/,1584648574392,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20BCD70250PKWM%20drills&s=&page=1,B07L9GCP89,,BLACK+DECKER BCD70250PKWM Lithium Cordless Drill 20V with 44 Piece Project Kit,BLACK+DECKER,BCD70250PKWM,57.89,,0.0,30.0,,,,,0.0,,,,,5.0,,,5.0,2674868.0,,,,0.0,21.0,0.0,0.0,7
AMZN,https://www.amazon.com/,1584648579262,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20GC1801%20drills&s=&page=1,B002TROYKO,,BLACK+DECKER GC1801 18-Volt Drill/Driver,BLACK+DECKER,GC1801,25.0,,0.0,3.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,4.15,91.0,4.3,9.0,22600.0,12.0,,,0.0,21.0,12.0,0.0,2
AMZN,https://www.amazon.com/,1584648582569,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20GC1801%20drills&s=&page=1,B07SCPDR4R,,"BLACK+DECKER GC1801 18-Volt Drill/Driver with BLACK+DECKER BDA91109 Combination Accessory Set, 109-Piece",Black & Decker,,37.49,,0.0,3.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,,,,,604215.0,12.0,,,0.0,21.0,12.0,0.0,2
AMZN,https://www.amazon.com/,1584648585298,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20GC1801%20drills&s=&page=1,B084HLQBM1,,BLACK+DECKER GC1801 18-Volt Cordless Power Drill Driver (Renewed),Amazon Renewed,GC1801-cr,45.99,,0.0,3.0,,,,,0.0,,,,,4.15,,,,,3.0,,,0.0,21.0,3.0,0.0,7
AMZN,https://www.amazon.com/,1584648589072,78722,0.0,1.0,https://www.amazon.com/s?k=Hyper%20Tough%20DL1137%20drills&s=&page=1,B076CMZB9X,,Hyper Tough DL1137 6.0 Amp Hammer Drill,Hyper Tough,DL1137,39.53,,0.0,30.0,"
                                —
                            ",,—,,0.0,,,,,4.43,2.0,5.0,6.0,986536.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1584648593179,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20BDCDMT120C%20drills&s=&page=1,B00OJ72LHU,,BLACK+DECKER 20V MAX Matrix Cordless Drill/Driver (BDCDMT120C),BLACK+DECKER,BDCDMT120C,50.79,59.99,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,4.1,926.0,4.6,15.0,8574.0,,,,0.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1584648597255,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20BDCDMT120C%20drills&s=&page=1,B079HGFM3T,,Black + Decker Matrix BDCDMT120C Drill Driver Attachment (Attachment Only - Bulk Packaging),Exclusive ExpressUSA TM. Black & Decker Bundle,BDCDMT120C,19.95,,1.0,20.0,ExpressUSA.,1584662400000.0,$7.95,,1.0,,,,,1.25,14.0,4.8,3.0,410117.0,,,,0.0,21.0,20.0,0.0,7
AMZN,https://www.amazon.com/,1584648601149,78722,0.0,1.0,https://www.amazon.com/s?k=HART%20HPDD50B%20drills&s=&page=1,B084YHZVZ6,,"Hart HPDD50B 20-Volt Cordless 3/8-inch Drill/Driver Kit, 1.5Ah Lithium-Ion Battery",HART,HPDD50B,,,0.0,30.0,,,,,0.0,,,,,4.6,,,,,,,,0.0,21.0,0.0,0.0,7
AMZN,https://www.amazon.com/,1584648607310,78722,11.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20DR260C%20drills&s=&page=1,B00T2VJ93C,,"BLACK+DECKER Corded Drill, 5.2-Amp, 3/8-Inch (DR260C)",BLACK+DECKER,DR260C,21.03,29.99,1.0,3.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,3.48,1316.0,4.5,28.0,2136.0,,,,0.0,11.0,3.0,1.0,2
AMZN,https://www.amazon.com/,1584648611794,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20DR260C%20drills&s=&page=1,B07LC4WNY7,,BLACK+DECKER DR260C 5.5 Amp 3/8 Drill/Driver. (Renewed),Amazon Renewed,DR260C-cr,19.98,,0.0,7.0,Amazon Warehouse,,FREE Shipping on orders over $25,,0.0,,,,,3.5,15.0,4.2,,76371.0,7.0,,,0.0,21.0,7.0,0.0,2
AMZN,https://www.amazon.com/,1584648614446,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20DR260C%20drills&s=&page=1,B00Y913JNG,,"Black & Decker Power Tools DR260C 3/8"" 5.2 Amp Corded Drill/Driver",Black & Decker Power Tools,DR260C,20.09,,0.0,,,,,,0.0,,,,,10.5,,,6.0,,,,,0.0,21.0,0.0,0.0,7
AMZN,https://www.amazon.com/,1584648619265,78722,0.0,1.0,https://www.amazon.com/s?k=Pink%20Power%20PP182%20drills&s=&page=1,B00A3FUCYQ,,"Pink Power Drill PP182 18V Cordless Electric Drill Driver Set for Women - Tool Case, 18 Volt Drill, Charger and 2 Batteries",Pink Power,PP182,64.99,,1.0,,Sunbelt Products,,FREE Shipping on orders over $25,,0.0,,,,,8.35,676.0,4.4,2.0,32113.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1584648623001,78722,0.0,1.0,https://www.amazon.com/s?k=Pink%20Power%20PP182%20drills&s=&page=1,B07F49WY93,,Pink Power PP182 18 Volt NiCad Drill Kit Replacement Battery,Pink Power,,19.99,,1.0,2.0,Sunbelt Products,,FREE Shipping on orders over $25,,0.0,,,,,1.0,3.0,5.0,,116997.0,,,,0.0,21.0,2.0,0.0,2
AMZN,https://www.amazon.com/,1584648627346,78722,0.0,1.0,https://www.amazon.com/s?k=Milwaukee%202704-20%20drills&s=&page=1,B017Y7UYOI,,"Milwaukee 2704-20 M18 Fuel 1/2"" Hammer Drill/Driver Bare",Milwaukee,2704-20,249.96,,0.0,9.0,Trader Chucks,,FREE Shipping on orders over $25,,0.0,,,,,4.16,53.0,4.5,4.0,264740.0,9.0,,,0.0,21.0,9.0,0.0,2
AMZN,https://www.amazon.com/,1584648632240,78722,0.0,1.0,https://www.amazon.com/s?k=SKIL%206445-04%20drills&s=&page=1,B00TSJRV7Y,,SKIL 6445-04 7.0 Amp 1/2 In. Hammer Drill,SKIL,6445-04,34.98,89.98,1.0,30.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,5.7,588.0,4.4,8.0,3721.0,,,,0.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1584648636368,78722,0.0,1.0,https://www.amazon.com/s?k=SKIL%206445-04%20drills&s=&page=1,B07RT33S72,,Skil 6445-04 7.0 Amp 1/2 in. Hammer Drill (Renewed),Amazon Renewed,,33.23,,0.0,3.0,Amazon Warehouse,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,,,,,,3.0,,,0.0,21.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1584648641288,78722,0.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20BDCD120VA%20drills&s=&page=1,B013G9O2XM,,"BLACK+DECKER 20V MAX Drill & Home Tool Kit, 34 Piece (BDCD120VA)",BLACK+DECKER,BDCD120VA,,,0.0,30.0,Bargain Ben,,—,,0.0,,,,,4.98,439.0,4.6,,77783.0,,,,0.0,21.0,0.0,0.0,2
AMZN,https://www.amazon.com/,1584648646397,78722,5.0,1.0,https://www.amazon.com/s?k=BLACK+DECKER%20LDX120C%20drills&s=&page=1,B005NNF0YU,,"BLACK+DECKER 20V MAX Cordless Drill / Driver, 3/8-Inch (LDX120C)",BLACK+DECKER,LDX120C,44.0,,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,3.35,7555.0,4.5,20.0,858.0,,,,0.0,5.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1584648654232,78722,3.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B00IJ0ALYS,,"DEWALT 20V MAX Cordless Drill Combo Kit, 2-Tool (DCK240C2)",DEWALT,DCK240C2,149.99,,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,9.08,4280.0,4.7,,612.0,,,,1.0,3.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1584648658586,78722,0.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B0043XX87W,,DEWALT DCD710S2 12-Volt Max 3/8-Inch Drill Driver Kit,DEWALT,DCD710S2,99.0,149.0,1.0,30.0,Amazon.com,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,4.6,354.0,4.6,16.0,31429.0,,,,1.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1584648662439,78722,1.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07CR1GPBQ,,"Avid Power 20V MAX Lithium Ion Cordless Drill, Power Drill Set with 3/8 inches Keyless Chuck, Variable Speed, 16 Position and 22pcs Drill/Driver Bits",Avid Power,"1    MW316
Name: Item model number, dtype: object",44.99,,1.0,80.0,Masterworkstool,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,3.6,1211.0,4.5,,1481.0,,,,0.0,1.0,80.0,0.0,2
AMZN,https://www.amazon.com/,1584648665865,78722,4.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B006V6YAPI,,BLACK+DECKER 20V MAX Cordless Drill / Driver with 30-Piece Accessories (LD120VA),BLACK+DECKER,LD120VA,59.0,,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,4.4,3019.0,4.6,13.0,322.0,,,,0.0,4.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1584648669629,78722,6.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B0111N8O6G,,BLACK+DECKER 8V MAX Cordless Drill/Driver (BDCD8C),BLACK+DECKER,BDCD8C,18.39,24.99,1.0,3.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,1.87,675.0,4.5,13.0,1326.0,,,,0.0,6.0,3.0,1.0,2
AMZN,https://www.amazon.com/,1584648673456,78722,7.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B00C625KVE,,"BLACK+DECKER 20V MAX Drill & Home Tool Kit, 68 Piece (LDX120PK),Black/Orange",BLACK+DECKER,LDX120PK,79.0,,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,9.4,2767.0,4.5,20.0,1204.0,,,,0.0,7.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1584648678073,78722,8.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07L5K55PV,,"Drill, 20V Cordless Drill Driver 2x2000mAh Batteries, 530 In-lbs Torque, 24+1 Torque Setting, Fast Charger 2.0A, 2-Variable Speed, 33pcs Accessories, 1/2"" Metal Keyless Chuck, Upgraded Version",TECCPO,13904,69.99,,1.0,3.0,Teccpo Power US,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,7.35,764.0,4.6,,4981.0,,,,0.0,8.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1584648682485,78722,9.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07R1WMCCS,,"Cordless Drill Driver, GALAX PRO 20V Lithium Ion Power Drill with Work Light, Max Torque(20N.m), 3/8 inch Keyless Chuck, 19+1 Position, Single Speed (0-600RPM)- 1.3Ah Battery & Charger Included",GALAX PRO,GP-95604,32.99,,1.0,5.0,GALAX  PRO,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,3.65,75.0,4.5,2.0,6350.0,,,,0.0,9.0,5.0,0.0,2
AMZN,https://www.amazon.com/,1584648685893,78722,10.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B001TKTI9O,,"DEWALT Electric Drill, Pistol-Grip, 1/2-Inch, 10-Amp (DWD210G)",DEWALT,DWD210G,14.99,,1.0,3.0,,,,,0.0,,,,,6.9,351.0,4.7,,16445.0,,,,0.0,10.0,3.0,0.0,7
AMZN,https://www.amazon.com/,1584648689828,78722,12.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07X6Q1JRY,,"Cordless Drill/Driver Kit, 48pcs Drill Set w/Lithium-Ion Battery Brushes Tape Measure - 12V Max Drill 280 In-lb Torque, 18+1 Metal Clutch, 3/8"" Keyless Chuck, Built-in LED - Wood Bricks Walls Metal",K I M O.,,55.99,,1.0,30.0,KIMODirect,1584662400000.0,FREE Shipping on orders over $25,,1.0,,,,,5.5,450.0,4.8,2.0,4887.0,,,,0.0,12.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1584648692842,78722,13.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07GZFN7LT,,Makita XFD131 18V LXT Lithium-Ion Brushless Cordless 1/2 In. Driver-Drill Kit (3.0Ah),Makita,XFD131,109.87,,1.0,3.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,7.2,222.0,4.8,13.0,7677.0,,,,0.0,13.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1584648696077,78722,14.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B0111N8L7I,,BLACK+DECKER 12V MAX Cordless Drill/Driver (BDCDD12C),BLACK+DECKER,BDCDD12C,36.21,49.99,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,2.9,524.0,4.5,21.0,6213.0,,,,0.0,14.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1584648699915,78722,15.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07PLHXJZ2,,"Cordless Drill Driver Kit, 20V Max Impact Hammer Drill Set w/Lithium-Ion Battery, Fast Charger, 21+1+1 Clutch, 330 In-lb Torque, Variable Speed & Built-in LED for Drilling Walls, Bricks, Wood, Metal",K I M O.,,59.99,79.99,1.0,10.0,KimoUS,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,5.4,1951.0,4.7,,3234.0,,,,0.0,15.0,10.0,1.0,2
AMZN,https://www.amazon.com/,1584648703659,78722,16.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07QG5P2MG,,"Cordless Drill with 2 Batteries - GOXAWEE Electric Screw Driver Set 100pcs with Hammer Function (30Nm, 18+3 Torque Setting, 2-Speed) for Home & DIY Project Drilling Walls, Bricks, Wood, Metal.",GOXAWEE,G5055,40.99,,1.0,3.0,dabojin,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,5.75,561.0,4.6,,5160.0,,,,0.0,16.0,3.0,0.0,2
AMZN,https://www.amazon.com/,1584648707556,78722,0.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B01IR1SUEG,,"BLACK+DECKER 20V MAX Cordless Drill Combo Kit, 2-Tool (BD2KITCDDI),Black/Orange Impact Combo Kit",BLACK+DECKER,BD2KITCDDI,9.99,99.99,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,5.69,459.0,4.6,16.0,16260.0,,,,1.0,21.0,30.0,1.0,2
AMZN,https://www.amazon.com/,1584648711855,78722,17.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B07K2KN7D7,,"CRAFTSMAN V20 Cordless Drill Combo Kit, 2 Tool (CMCK200C2)",CRAFTSMAN,CMCK200C2,117.79,164.0,1.0,30.0,Amazon.com,,FREE Shipping on orders over $25,,0.0,,,,,9.25,425.0,4.6,12.0,12182.0,2.0,,,0.0,17.0,2.0,1.0,2
AMZN,https://www.amazon.com/,1584648716405,78722,19.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B0079IRIG0,,"BLACK+DECKER 20V MAX Drill & Drill Bit Set, 100 Piece (BDC120VA100)",BLACK+DECKER,BDC120VA100,63.09,,1.0,30.0,Amazon.com,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,6.9,1178.0,4.5,7.0,18200.0,,,,0.0,19.0,30.0,0.0,2
AMZN,https://www.amazon.com/,1584648719981,78722,20.0,1.0,https://www.amazon.com/s?k=drills&s=salesrank&page=1,B0829VHGKJ,,"Cordless drill, 20V Brushless 1/2” Drill Driver, 2x2000mAh Batteries, 530 In-lbs Torque, 21+1 Torque Setting, Fast Charger 2.0A, 2-Variable Speed, 33pcs Accessories",TECCPO,PPM-BHD3,89.99,,1.0,3.0,houssion,1584576000000.0,FREE Shipping on orders over $25,,0.0,,,,,7.22,148.0,4.6,2.0,30503.0,,,,0.0,20.0,3.0,0.0,2
LOW,https://www.lowes.com/,1584687162295,78722,1.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,672825,,24-Volt Max 1/2-in Drive Variable Brushless Cordless Impact Wrench (1-Battery Included and Charger Included),Kobalt,KIW 1524A-03,169.0,219.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,7.6,343.0,4.8163,4.0,0.0,,,,0.0,1.0,4.0,1.0,2
LOW,https://www.lowes.com/,1584687164701,78722,2.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,506283,,20-Volt Max 1/2-in Cordless Drill (Charger Included),DEWALT,DCD771C2,99.0,159.0,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.6,849.0,4.5453,0.0,0.0,,,,0.0,2.0,0.0,1.0,7
LOW,https://www.lowes.com/,1584687167216,78722,3.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1323363,,20-Volt Max 1/4-in Variable Speed Brushless Cordless Impact Driver (2-Batteries Included),DEWALT,DCF787C2,119.0,159.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.8,40.0,4.875,5.0,0.0,,,,0.0,3.0,5.0,1.0,2
LOW,https://www.lowes.com/,1584687169447,78722,4.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,672823,,24-Volt Max 1/2-in Brushless Cordless Drill (Charger Included),Kobalt,KDD 1424A-03,159.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,4.0,279.0,4.7527,15.0,0.0,,,,0.0,4.0,15.0,0.0,2
LOW,https://www.lowes.com/,1584687171547,78722,5.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,31527,,Bulldog Xtreme SDS-Plus 8-Amp Keyless Rotary Hammer,Bosch,11255VSR,159.0,199.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,6.7,303.0,4.7525,11.0,0.0,,,,0.0,5.0,11.0,1.0,2
LOW,https://www.lowes.com/,1584687175205,78722,6.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1323377,,20-Volt Max 1/2-in Variable Speed Brushless Cordless Hammer Drill (2 Batteries Included and Charger Included),DEWALT,DCD778C2,129.0,179.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.6,48.0,4.6667,4.0,0.0,,,,0.0,6.0,4.0,1.0,2
LOW,https://www.lowes.com/,1584687177406,78722,7.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1323373,,XTREME 12-Volt Max 3/8-in Drive Variable Brushless Cordless Impact Wrench (2-Batteries Included and Charger Included),DEWALT,DCF902F2,99.0,149.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,1.73,60.0,4.6333,4.0,0.0,,,,0.0,7.0,4.0,1.0,2
LOW,https://www.lowes.com/,1584687180155,78722,8.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,797362,,20-Volt Max 1/2-in Brushless Cordless Drill (Charger Included),DEWALT,DCD777C2,159.0,,,,,,,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.56,1138.0,4.7188,,0.0,,,,0.0,8.0,0.0,0.0,7
LOW,https://www.lowes.com/,1584687182742,78722,9.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1030867,,XR 20-Volt Max 1/2-in Drive Variable Brushless Cordless Impact Wrench,DEWALT,DCF894B,169.0,199.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.48,86.0,4.7442,2.0,0.0,,,,0.0,9.0,2.0,1.0,2
LOW,https://www.lowes.com/,1584687185435,78722,10.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,779393,,XR 20-Volt Max 1/2-in Brushless Cordless Drill (Charger Included),DEWALT,DCD791D2,179.0,219.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,3.4,156.0,4.7564,3.0,0.0,,,,0.0,10.0,3.0,1.0,2
LOW,https://www.lowes.com/,1584687187875,78722,11.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,887672,,20-Volt Max 1/2-in Drive Variable Brushless Cordless Impact Wrench,DEWALT,DCF899B,199.0,249.0,0.0,,,,Currently unavailable,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,5.8,24.0,4.7917,0.0,0.0,,,,0.0,11.0,0.0,1.0,7
LOW,https://www.lowes.com/,1584687190342,78722,12.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,782455,,20-Volt Max 3/8-in Cordless Drill (Charger Included),BLACK+DECKER,BDCDD220C,69.0,,1.0,,,,Delivery available,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.64,139.0,4.7338,1.0,1.0,,,,0.0,12.0,1.0,1.0,7
LOW,https://www.lowes.com/,1584687193083,78722,13.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,1323364,,XTREME 12-Volt Max 3/8-in Brushless Cordless Drill (Charger Included),DEWALT,DCD701F2,99.0,139.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,1.9,78.0,4.9744,5.0,0.0,,,,0.0,13.0,5.0,1.0,2
LOW,https://www.lowes.com/,1584687196008,78722,14.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,821012,,Bulldog Xtreme Max SDS-Plus 8.5-amp Keyless Rotary Hammer,Bosch,GBH2-28L,239.0,259.0,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,6.9,43.0,4.7907,2.0,0.0,,,,0.0,14.0,2.0,1.0,2
LOW,https://www.lowes.com/,1584687198406,78722,15.0,1.0,https://www.lowes.com/search?searchTerm=drills&sortMethod=sortBy_bestSellers,672824,,24-Volt Max Variable Speed Brushless Cordless Impact Driver (1-Battery),Kobalt,KID 1324A-03,169.0,,1.0,,,,Available!,,,,"S.E. Austin Lowes, 5510 South IH 35, Austin, TX",78722.0,,2.43,138.0,4.587,11.0,0.0,,,,0.0,15.0,11.0,0.0,2
